PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,20Yavg
ALLSKY_SFC_SW_DNI,2010,30.25,-7.25,6.35,4.9,6.16,6.21,7.97,9.87,5.99,6.04,5.07,6.88,7.39,5.35,6.52,
ALLSKY_SFC_SW_DNI,2010,30.25,-7.75,6.35,4.9,6.16,6.21,7.97,9.87,5.99,6.04,5.07,6.88,7.39,5.35,6.52,
ALLSKY_SFC_SW_DNI,2010,30.75,-3.25,7.04,5.65,6.09,6.02,7.9,9.66,5.72,6.89,5.22,6.56,7.5,5.83,6.68,
ALLSKY_SFC_SW_DNI,2010,30.75,-3.75,7.04,5.65,6.09,6.02,7.9,9.66,5.72,6.89,5.22,6.56,7.5,5.83,6.68,
ALLSKY_SFC_SW_DNI,2010,30.75,-4.25,7.13,5.5,6.04,6.01,7.62,9.54,5.78,6.52,5.13,6.61,7.4,5.57,6.57,
ALLSKY_SFC_SW_DNI,2010,30.75,-4.75,7.13,5.5,6.04,6.01,7.62,9.54,5.78,6.52,5.13,6.61,7.4,5.57,6.57,
ALLSKY_SFC_SW_DNI,2010,30.75,-5.25,6.86,5.62,6.07,6.24,7.78,10.1,6.02,6.33,5.18,6.87,7.64,5.6,6.7,
ALLSKY_SFC_SW_DNI,2010,30.75,-5.75,6.86,5.62,6.07,6.24,7.78,10.1,6.02,6.33,5.18,6.87,7.64,5.6,6.7,
ALLSKY_SFC_SW_DNI,2010,30.75,-6.25,6.81,5.34,6.22,6.1,7.83,9.99,5.86,5.92,4.81,6.92,7.65,5.7,6.6,
ALLSKY_SFC_SW_DNI,2010,30.75,-6.75,6.81,5.34,6.22,6.1,7.83,9.99,5.86,5.92,4.81,6.92,7.65,5.7,6.6,
ALLSKY_SFC_SW_DNI,2010,30.75,-7.25,6.35,4.9,6.16,6.21,7.97,9.87,5.99,6.04,5.07,6.88,7.39,5.35,6.52,
ALLSKY_SFC_SW_DNI,2010,30.75,-7.75,6.35,4.9,6.16,6.21,7.97,9.87,5.99,6.04,5.07,6.88,7.39,5.35,6.52,
ALLSKY_SFC_SW_DNI,2010,31.25,-3.25,6.65,5.12,6,5.76,7.68,9.45,5.6,6.5,5.17,6.2,7.08,5.48,6.4,
ALLSKY_SFC_SW_DNI,2010,31.25,-3.75,6.65,5.12,6,5.76,7.68,9.45,5.6,6.5,5.17,6.2,7.08,5.48,6.4,
ALLSKY_SFC_SW_DNI,2010,31.25,-4.25,6.4,5,5.94,5.68,7.39,9.27,5.63,6.57,5.08,6.23,7,5.29,6.29,
ALLSKY_SFC_SW_DNI,2010,31.25,-4.75,6.4,5,5.94,5.68,7.39,9.27,5.63,6.57,5.08,6.23,7,5.29,6.29,
ALLSKY_SFC_SW_DNI,2010,31.25,-5.25,6.05,4.85,5.82,5.52,7.36,9.05,5.37,5.7,4.39,6.13,7.11,5.19,6.05,
ALLSKY_SFC_SW_DNI,2010,31.25,-5.75,6.05,4.85,5.82,5.52,7.36,9.05,5.37,5.7,4.39,6.13,7.11,5.19,6.05,
ALLSKY_SFC_SW_DNI,2010,31.25,-6.25,5.29,4.35,5.48,5.31,6.86,9.33,5.41,5.77,4.61,6.27,7.05,5.04,5.9,
ALLSKY_SFC_SW_DNI,2010,31.25,-6.75,5.29,4.35,5.48,5.31,6.86,9.33,5.41,5.77,4.61,6.27,7.05,5.04,5.9,
ALLSKY_SFC_SW_DNI,2010,31.25,-7.25,5,4.06,5.15,5.53,6.57,8.89,5.92,6.32,5.21,6.1,6.54,4.83,5.85,
ALLSKY_SFC_SW_DNI,2010,31.25,-7.75,5,4.06,5.15,5.53,6.57,8.89,5.92,6.32,5.21,6.1,6.54,4.83,5.85,
ALLSKY_SFC_SW_DNI,2010,31.75,-3.25,6.65,5.12,6,5.76,7.68,9.45,5.6,6.5,5.17,6.2,7.08,5.48,6.4,
ALLSKY_SFC_SW_DNI,2010,31.75,-3.75,6.65,5.12,6,5.76,7.68,9.45,5.6,6.5,5.17,6.2,7.08,5.48,6.4,
ALLSKY_SFC_SW_DNI,2010,31.75,-4.25,6.4,5,5.94,5.68,7.39,9.27,5.63,6.57,5.08,6.23,7,5.29,6.29,
ALLSKY_SFC_SW_DNI,2010,31.75,-4.75,6.4,5,5.94,5.68,7.39,9.27,5.63,6.57,5.08,6.23,7,5.29,6.29,
ALLSKY_SFC_SW_DNI,2010,31.75,-5.25,6.05,4.85,5.82,5.52,7.36,9.05,5.37,5.7,4.39,6.13,7.11,5.19,6.05,
ALLSKY_SFC_SW_DNI,2010,31.75,-5.75,6.05,4.85,5.82,5.52,7.36,9.05,5.37,5.7,4.39,6.13,7.11,5.19,6.05,
ALLSKY_SFC_SW_DNI,2010,31.75,-6.25,5.29,4.35,5.48,5.31,6.86,9.33,5.41,5.77,4.61,6.27,7.05,5.04,5.9,
ALLSKY_SFC_SW_DNI,2010,31.75,-6.75,5.29,4.35,5.48,5.31,6.86,9.33,5.41,5.77,4.61,6.27,7.05,5.04,5.9,
ALLSKY_SFC_SW_DNI,2010,31.75,-7.25,5,4.06,5.15,5.53,6.57,8.89,5.92,6.32,5.21,6.1,6.54,4.83,5.85,
ALLSKY_SFC_SW_DNI,2010,31.75,-7.75,5,4.06,5.15,5.53,6.57,8.89,5.92,6.32,5.21,6.1,6.54,4.83,5.85,
ALLSKY_SFC_SW_DNI,2010,32.25,-3.25,5.53,4.63,5.81,4.99,7.42,8.45,5.56,6.4,5.61,5.79,6.43,4.78,5.96,
ALLSKY_SFC_SW_DNI,2010,32.25,-3.75,5.53,4.63,5.81,4.99,7.42,8.45,5.56,6.4,5.61,5.79,6.43,4.78,5.96,
ALLSKY_SFC_SW_DNI,2010,32.25,-4.25,5.31,4.87,5.72,4.98,7.3,8.16,5.5,6.15,5.48,5.8,6.64,4.82,5.9,
ALLSKY_SFC_SW_DNI,2010,32.25,-4.75,5.31,4.87,5.72,4.98,7.3,8.16,5.5,6.15,5.48,5.8,6.64,4.82,5.9,
ALLSKY_SFC_SW_DNI,2010,32.25,-5.25,4.11,3.57,5.21,4.96,6.7,8.23,5.51,5.78,5.27,5.44,6.22,4.1,5.43,
ALLSKY_SFC_SW_DNI,2010,32.25,-5.75,4.11,3.57,5.21,4.96,6.7,8.23,5.51,5.78,5.27,5.44,6.22,4.1,5.43,
ALLSKY_SFC_SW_DNI,2010,32.25,-6.25,3.9,3.1,4.55,4.88,6.41,8.63,6.45,6.86,5.83,5.73,5.74,4.07,5.53,
ALLSKY_SFC_SW_DNI,2010,32.25,-6.75,3.9,3.1,4.55,4.88,6.41,8.63,6.45,6.86,5.83,5.73,5.74,4.07,5.53,
ALLSKY_SFC_SW_DNI,2010,32.25,-7.25,3.94,3.2,4.78,5.19,6.71,8.58,6.77,7.2,5.99,5.71,5.47,3.99,5.64,
ALLSKY_SFC_SW_DNI,2010,32.25,-7.75,3.94,3.2,4.78,5.19,6.71,8.58,6.77,7.2,5.99,5.71,5.47,3.99,5.64,
ALLSKY_SFC_SW_DNI,2010,32.75,-3.25,5.53,4.63,5.81,4.99,7.42,8.45,5.56,6.4,5.61,5.79,6.43,4.78,5.96,
ALLSKY_SFC_SW_DNI,2010,32.75,-3.75,5.53,4.63,5.81,4.99,7.42,8.45,5.56,6.4,5.61,5.79,6.43,4.78,5.96,
ALLSKY_SFC_SW_DNI,2010,32.75,-4.25,5.31,4.87,5.72,4.98,7.3,8.16,5.5,6.15,5.48,5.8,6.64,4.82,5.9,
ALLSKY_SFC_SW_DNI,2010,32.75,-4.75,5.31,4.87,5.72,4.98,7.3,8.16,5.5,6.15,5.48,5.8,6.64,4.82,5.9,
ALLSKY_SFC_SW_DNI,2010,32.75,-5.25,4.11,3.57,5.21,4.96,6.7,8.23,5.51,5.78,5.27,5.44,6.22,4.1,5.43,
ALLSKY_SFC_SW_DNI,2010,32.75,-5.75,4.11,3.57,5.21,4.96,6.7,8.23,5.51,5.78,5.27,5.44,6.22,4.1,5.43,
ALLSKY_SFC_SW_DNI,2010,32.75,-6.25,3.9,3.1,4.55,4.88,6.41,8.63,6.45,6.86,5.83,5.73,5.74,4.07,5.53,
ALLSKY_SFC_SW_DNI,2010,32.75,-6.75,3.9,3.1,4.55,4.88,6.41,8.63,6.45,6.86,5.83,5.73,5.74,4.07,5.53,
ALLSKY_SFC_SW_DNI,2010,32.75,-7.25,3.94,3.2,4.78,5.19,6.71,8.58,6.77,7.2,5.99,5.71,5.47,3.99,5.64,
ALLSKY_SFC_SW_DNI,2010,32.75,-7.75,3.94,3.2,4.78,5.19,6.71,8.58,6.77,7.2,5.99,5.71,5.47,3.99,5.64,
ALLSKY_SFC_SW_DNI,2011,29.75,-3.25,6.68,8.39,7.06,6.64,6.64,8.07,6.24,5.94,5.81,6.43,6.18,6.37,6.69,
ALLSKY_SFC_SW_DNI,2011,29.75,-3.75,6.68,8.39,7.06,6.64,6.64,8.07,6.24,5.94,5.81,6.43,6.18,6.37,6.69,
ALLSKY_SFC_SW_DNI,2011,29.75,-4.25,6.74,8.51,7.16,6.62,6.4,7.81,6.09,5.62,6.14,6.5,6.05,6.47,6.66,
ALLSKY_SFC_SW_DNI,2011,29.75,-4.75,6.74,8.51,7.16,6.62,6.4,7.81,6.09,5.62,6.14,6.5,6.05,6.47,6.66,
ALLSKY_SFC_SW_DNI,2011,29.75,-5.25,6.88,8.55,7.26,6.7,6.17,7.88,6.36,5.09,6.47,6.56,6,6.65,6.7,
ALLSKY_SFC_SW_DNI,2011,29.75,-5.75,6.88,8.55,7.26,6.7,6.17,7.88,6.36,5.09,6.47,6.56,6,6.65,6.7,
ALLSKY_SFC_SW_DNI,2011,29.75,-6.25,7.02,8.42,7.21,6.57,5.8,7.51,6.26,4.78,6.54,6.28,5.98,6.79,6.58,
ALLSKY_SFC_SW_DNI,2011,29.75,-6.75,7.02,8.42,7.21,6.57,5.8,7.51,6.26,4.78,6.54,6.28,5.98,6.79,6.58,
ALLSKY_SFC_SW_DNI,2011,29.75,-7.25,6.93,8.39,7.44,6.79,5.63,7.41,6.88,4.82,7.05,5.93,6.09,6.88,6.67,
ALLSKY_SFC_SW_DNI,2011,29.75,-7.75,6.93,8.39,7.44,6.79,5.63,7.41,6.88,4.82,7.05,5.93,6.09,6.88,6.67,
ALLSKY_SFC_SW_DNI,2011,30.25,-3.25,6.84,8.67,7.53,6.71,6.48,7.91,6.69,5.65,6.21,6.66,6.1,6.91,6.85,
ALLSKY_SFC_SW_DNI,2011,30.25,-3.75,6.84,8.67,7.53,6.71,6.48,7.91,6.69,5.65,6.21,6.66,6.1,6.91,6.85,
ALLSKY_SFC_SW_DNI,2011,30.25,-4.25,6.97,8.48,7.52,6.75,6.1,7.6,6.54,5.13,6.41,6.64,5.9,7,6.74,
ALLSKY_SFC_SW_DNI,2011,30.25,-4.75,6.97,8.48,7.52,6.75,6.1,7.6,6.54,5.13,6.41,6.64,5.9,7,6.74,
ALLSKY_SFC_SW_DNI,2011,30.25,-5.25,7.18,8.54,7.84,7.11,5.78,7.51,6.94,4.93,7.2,6.52,6.05,7.31,6.9,
ALLSKY_SFC_SW_DNI,2011,30.25,-5.75,7.18,8.54,7.84,7.11,5.78,7.51,6.94,4.93,7.2,6.52,6.05,7.31,6.9,
ALLSKY_SFC_SW_DNI,2011,30.25,-6.25,7.09,8.64,7.71,7.06,5.39,7.07,6.96,4.65,7.33,6.35,6.08,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.25,-6.75,7.09,8.64,7.71,7.06,5.39,7.07,6.96,4.65,7.33,6.35,6.08,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.25,-7.25,6.74,8.34,7.58,6.95,5.29,7.2,7.51,4.63,8.12,6.01,5.95,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.25,-7.75,6.74,8.34,7.58,6.95,5.29,7.2,7.51,4.63,8.12,6.01,5.95,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.75,-3.25,6.84,8.67,7.53,6.71,6.48,7.91,6.69,5.65,6.21,6.66,6.1,6.91,6.85,
ALLSKY_SFC_SW_DNI,2011,30.75,-3.75,6.84,8.67,7.53,6.71,6.48,7.91,6.69,5.65,6.21,6.66,6.1,6.91,6.85,
ALLSKY_SFC_SW_DNI,2011,30.75,-4.25,6.97,8.48,7.52,6.75,6.1,7.6,6.54,5.13,6.41,6.64,5.9,7,6.74,
ALLSKY_SFC_SW_DNI,2011,30.75,-4.75,6.97,8.48,7.52,6.75,6.1,7.6,6.54,5.13,6.41,6.64,5.9,7,6.74,
ALLSKY_SFC_SW_DNI,2011,30.75,-5.25,7.18,8.54,7.84,7.11,5.78,7.51,6.94,4.93,7.2,6.52,6.05,7.31,6.9,
ALLSKY_SFC_SW_DNI,2011,30.75,-5.75,7.18,8.54,7.84,7.11,5.78,7.51,6.94,4.93,7.2,6.52,6.05,7.31,6.9,
ALLSKY_SFC_SW_DNI,2011,30.75,-6.25,7.09,8.64,7.71,7.06,5.39,7.07,6.96,4.65,7.33,6.35,6.08,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.75,-6.75,7.09,8.64,7.71,7.06,5.39,7.07,6.96,4.65,7.33,6.35,6.08,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.75,-7.25,6.74,8.34,7.58,6.95,5.29,7.2,7.51,4.63,8.12,6.01,5.95,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,30.75,-7.75,6.74,8.34,7.58,6.95,5.29,7.2,7.51,4.63,8.12,6.01,5.95,7.74,6.82,
ALLSKY_SFC_SW_DNI,2011,31.25,-3.25,6.57,8.42,6.91,6.41,5.81,7.39,6.74,5.26,6.19,6.7,5.52,6.96,6.56,
ALLSKY_SFC_SW_DNI,2011,31.25,-3.75,6.57,8.42,6.91,6.41,5.81,7.39,6.74,5.26,6.19,6.7,5.52,6.96,6.56,
ALLSKY_SFC_SW_DNI,2011,31.25,-4.25,6.51,8.26,6.89,6.39,5.54,7.02,6.62,5.14,6.27,6.59,5.23,7.11,6.45,
ALLSKY_SFC_SW_DNI,2011,31.25,-4.75,6.51,8.26,6.89,6.39,5.54,7.02,6.62,5.14,6.27,6.59,5.23,7.11,6.45,
ALLSKY_SFC_SW_DNI,2011,31.25,-5.25,6.22,7.83,7.03,6.28,4.96,6.33,6.82,4.32,6.74,6.03,5.03,6.99,6.2,
ALLSKY_SFC_SW_DNI,2011,31.25,-5.75,6.22,7.83,7.03,6.28,4.96,6.33,6.82,4.32,6.74,6.03,5.03,6.99,6.2,
ALLSKY_SFC_SW_DNI,2011,31.25,-6.25,6.12,7.55,6.24,5.88,4.5,6.42,6.86,4.07,7.06,5.84,4.85,6.75,6,
ALLSKY_SFC_SW_DNI,2011,31.25,-6.75,6.12,7.55,6.24,5.88,4.5,6.42,6.86,4.07,7.06,5.84,4.85,6.75,6,
ALLSKY_SFC_SW_DNI,2011,31.25,-7.25,5.91,7.45,6.39,5.82,4.44,6.69,7.29,5.01,7.35,5.97,4.76,7,6.16,
ALLSKY_SFC_SW_DNI,2011,31.25,-7.75,5.91,7.45,6.39,5.82,4.44,6.69,7.29,5.01,7.35,5.97,4.76,7,6.16,
ALLSKY_SFC_SW_DNI,2011,31.75,-3.25,6.57,8.42,6.91,6.41,5.81,7.39,6.74,5.26,6.19,6.7,5.52,6.96,6.56,
ALLSKY_SFC_SW_DNI,2011,31.75,-3.75,6.57,8.42,6.91,6.41,5.81,7.39,6.74,5.26,6.19,6.7,5.52,6.96,6.56,
ALLSKY_SFC_SW_DNI,2011,31.75,-4.25,6.51,8.26,6.89,6.39,5.54,7.02,6.62,5.14,6.27,6.59,5.23,7.11,6.45,
ALLSKY_SFC_SW_DNI,2011,31.75,-4.75,6.51,8.26,6.89,6.39,5.54,7.02,6.62,5.14,6.27,6.59,5.23,7.11,6.45,
ALLSKY_SFC_SW_DNI,2011,31.75,-5.25,6.22,7.83,7.03,6.28,4.96,6.33,6.82,4.32,6.74,6.03,5.03,6.99,6.2,
ALLSKY_SFC_SW_DNI,2011,31.75,-5.75,6.22,7.83,7.03,6.28,4.96,6.33,6.82,4.32,6.74,6.03,5.03,6.99,6.2,
ALLSKY_SFC_SW_DNI,2011,31.75,-6.25,6.12,7.55,6.24,5.88,4.5,6.42,6.86,4.07,7.06,5.84,4.85,6.75,6,
ALLSKY_SFC_SW_DNI,2011,31.75,-6.75,6.12,7.55,6.24,5.88,4.5,6.42,6.86,4.07,7.06,5.84,4.85,6.75,6,
ALLSKY_SFC_SW_DNI,2011,31.75,-7.25,5.91,7.45,6.39,5.82,4.44,6.69,7.29,5.01,7.35,5.97,4.76,7,6.16,
ALLSKY_SFC_SW_DNI,2011,31.75,-7.75,5.91,7.45,6.39,5.82,4.44,6.69,7.29,5.01,7.35,5.97,4.76,7,6.16,
ALLSKY_SFC_SW_DNI,2011,32.25,-3.25,5.64,7.57,6.05,5.94,5.44,7.07,6.88,5.18,6.42,6.05,4.79,6.98,6.16,
ALLSKY_SFC_SW_DNI,2011,32.25,-3.75,5.64,7.57,6.05,5.94,5.44,7.07,6.88,5.18,6.42,6.05,4.79,6.98,6.16,
ALLSKY_SFC_SW_DNI,2011,32.25,-4.25,5.72,7.81,6.26,5.78,5.24,6.94,6.77,4.75,6.42,5.94,4.65,7.22,6.11,
ALLSKY_SFC_SW_DNI,2011,32.25,-4.75,5.72,7.81,6.26,5.78,5.24,6.94,6.77,4.75,6.42,5.94,4.65,7.22,6.11,
ALLSKY_SFC_SW_DNI,2011,32.25,-5.25,5.13,6.68,6.22,5.53,4.57,6.9,7.45,4.23,6.73,5.63,4.17,6.63,5.82,
ALLSKY_SFC_SW_DNI,2011,32.25,-5.75,5.13,6.68,6.22,5.53,4.57,6.9,7.45,4.23,6.73,5.63,4.17,6.63,5.82,
ALLSKY_SFC_SW_DNI,2011,32.25,-6.25,5.05,6.86,6.36,5.57,4.69,7.55,7.72,5.57,7.05,6.08,4.64,7.07,6.18,
ALLSKY_SFC_SW_DNI,2011,32.25,-6.75,5.05,6.86,6.36,5.57,4.69,7.55,7.72,5.57,7.05,6.08,4.64,7.07,6.18,
ALLSKY_SFC_SW_DNI,2011,32.25,-7.25,4.99,6.88,6.63,5.93,5.13,7.76,8.12,6.43,7.07,6.24,4.82,6.55,6.37,
ALLSKY_SFC_SW_DNI,2011,32.25,-7.75,4.99,6.88,6.63,5.93,5.13,7.76,8.12,6.43,7.07,6.24,4.82,6.55,6.37,
ALLSKY_SFC_SW_DNI,2011,32.75,-3.25,5.64,7.57,6.05,5.94,5.44,7.07,6.88,5.18,6.42,6.05,4.79,6.98,6.16,
ALLSKY_SFC_SW_DNI,2011,32.75,-3.75,5.64,7.57,6.05,5.94,5.44,7.07,6.88,5.18,6.42,6.05,4.79,6.98,6.16,
ALLSKY_SFC_SW_DNI,2011,32.75,-4.25,5.72,7.81,6.26,5.78,5.24,6.94,6.77,4.75,6.42,5.94,4.65,7.22,6.11,
ALLSKY_SFC_SW_DNI,2011,32.75,-4.75,5.72,7.81,6.26,5.78,5.24,6.94,6.77,4.75,6.42,5.94,4.65,7.22,6.11,
ALLSKY_SFC_SW_DNI,2011,32.75,-5.25,5.13,6.68,6.22,5.53,4.57,6.9,7.45,4.23,6.73,5.63,4.17,6.63,5.82,
ALLSKY_SFC_SW_DNI,2011,32.75,-5.75,5.13,6.68,6.22,5.53,4.57,6.9,7.45,4.23,6.73,5.63,4.17,6.63,5.82,
ALLSKY_SFC_SW_DNI,2011,32.75,-6.25,5.05,6.86,6.36,5.57,4.69,7.55,7.72,5.57,7.05,6.08,4.64,7.07,6.18,
ALLSKY_SFC_SW_DNI,2011,32.75,-6.75,5.05,6.86,6.36,5.57,4.69,7.55,7.72,5.57,7.05,6.08,4.64,7.07,6.18,
ALLSKY_SFC_SW_DNI,2011,32.75,-7.25,4.99,6.88,6.63,5.93,5.13,7.76,8.12,6.43,7.07,6.24,4.82,6.55,6.37,
ALLSKY_SFC_SW_DNI,2011,32.75,-7.75,4.99,6.88,6.63,5.93,5.13,7.76,8.12,6.43,7.07,6.24,4.82,6.55,6.37,
ALLSKY_SFC_SW_DNI,2012,29.75,-3.25,6.85,8.24,6.55,7.68,7.31,7.07,6.65,6.58,6.56,5.9,7.01,7.88,7.02,
ALLSKY_SFC_SW_DNI,2012,29.75,-3.75,6.85,8.24,6.55,7.68,7.31,7.07,6.65,6.58,6.56,5.9,7.01,7.88,7.02,
ALLSKY_SFC_SW_DNI,2012,29.75,-4.25,6.78,8.32,6.64,7.94,7.25,6.95,6.7,6.07,6.72,5.88,7.15,7.81,7.01,
ALLSKY_SFC_SW_DNI,2012,29.75,-4.75,6.78,8.32,6.64,7.94,7.25,6.95,6.7,6.07,6.72,5.88,7.15,7.81,7.01,
ALLSKY_SFC_SW_DNI,2012,29.75,-5.25,7.09,8.35,6.57,7.98,7.31,6.99,6.29,5.73,6.92,6.02,7.04,7.8,7,
ALLSKY_SFC_SW_DNI,2012,29.75,-5.75,7.09,8.35,6.57,7.98,7.31,6.99,6.29,5.73,6.92,6.02,7.04,7.8,7,
ALLSKY_SFC_SW_DNI,2012,29.75,-6.25,6.99,8.25,6.76,7.95,7.22,6.77,5.82,5.28,7.02,5.87,6.75,7.76,6.86,
ALLSKY_SFC_SW_DNI,2012,29.75,-6.75,6.99,8.25,6.76,7.95,7.22,6.77,5.82,5.28,7.02,5.87,6.75,7.76,6.86,
ALLSKY_SFC_SW_DNI,2012,29.75,-7.25,6.9,8.14,7,7.89,7.26,7.52,5.92,5.29,7.27,5.71,6.53,7.69,6.92,
ALLSKY_SFC_SW_DNI,2012,29.75,-7.75,6.9,8.14,7,7.89,7.26,7.52,5.92,5.29,7.27,5.71,6.53,7.69,6.92,
ALLSKY_SFC_SW_DNI,2012,30.25,-3.25,7.16,8.18,6.86,8.16,6.72,7.01,6.61,6.06,6.88,5.81,6.8,8,7.01,
ALLSKY_SFC_SW_DNI,2012,30.25,-3.75,7.16,8.18,6.86,8.16,6.72,7.01,6.61,6.06,6.88,5.81,6.8,8,7.01,
ALLSKY_SFC_SW_DNI,2012,30.25,-4.25,7.12,8.16,7.02,8.08,6.68,6.75,6.68,5.92,6.89,5.76,6.94,7.83,6.98,
ALLSKY_SFC_SW_DNI,2012,30.25,-4.75,7.12,8.16,7.02,8.08,6.68,6.75,6.68,5.92,6.89,5.76,6.94,7.83,6.98,
ALLSKY_SFC_SW_DNI,2012,30.25,-5.25,7.35,8.15,7.27,8.01,7.23,7.21,6.46,5.55,7.42,5.93,7.02,7.91,7.12,
ALLSKY_SFC_SW_DNI,2012,30.25,-5.75,7.35,8.15,7.27,8.01,7.23,7.21,6.46,5.55,7.42,5.93,7.02,7.91,7.12,
ALLSKY_SFC_SW_DNI,2012,30.25,-6.25,7.41,8.2,7.38,8.07,7.22,7.12,6.22,5.04,7.58,5.7,6.74,8.09,7.06,
ALLSKY_SFC_SW_DNI,2012,30.25,-6.75,7.41,8.2,7.38,8.07,7.22,7.12,6.22,5.04,7.58,5.7,6.74,8.09,7.06,
ALLSKY_SFC_SW_DNI,2012,30.25,-7.25,7.15,8.12,7.35,7.89,7.49,7.7,6.28,5.12,7.82,5.67,6.3,7.92,7.06,
ALLSKY_SFC_SW_DNI,2012,30.25,-7.75,7.15,8.12,7.35,7.89,7.49,7.7,6.28,5.12,7.82,5.67,6.3,7.92,7.06,
ALLSKY_SFC_SW_DNI,2012,30.75,-3.25,7.16,8.18,6.86,8.16,6.72,7.01,6.61,6.06,6.88,5.81,6.8,8,7.01,
ALLSKY_SFC_SW_DNI,2012,30.75,-3.75,7.16,8.18,6.86,8.16,6.72,7.01,6.61,6.06,6.88,5.81,6.8,8,7.01,
ALLSKY_SFC_SW_DNI,2012,30.75,-4.25,7.12,8.16,7.02,8.08,6.68,6.75,6.68,5.92,6.89,5.76,6.94,7.83,6.98,
ALLSKY_SFC_SW_DNI,2012,30.75,-4.75,7.12,8.16,7.02,8.08,6.68,6.75,6.68,5.92,6.89,5.76,6.94,7.83,6.98,
ALLSKY_SFC_SW_DNI,2012,30.75,-5.25,7.35,8.15,7.27,8.01,7.23,7.21,6.46,5.55,7.42,5.93,7.02,7.91,7.12,
ALLSKY_SFC_SW_DNI,2012,30.75,-5.75,7.35,8.15,7.27,8.01,7.23,7.21,6.46,5.55,7.42,5.93,7.02,7.91,7.12,
ALLSKY_SFC_SW_DNI,2012,30.75,-6.25,7.41,8.2,7.38,8.07,7.22,7.12,6.22,5.04,7.58,5.7,6.74,8.09,7.06,
ALLSKY_SFC_SW_DNI,2012,30.75,-6.75,7.41,8.2,7.38,8.07,7.22,7.12,6.22,5.04,7.58,5.7,6.74,8.09,7.06,
ALLSKY_SFC_SW_DNI,2012,30.75,-7.25,7.15,8.12,7.35,7.89,7.49,7.7,6.28,5.12,7.82,5.67,6.3,7.92,7.06,
ALLSKY_SFC_SW_DNI,2012,30.75,-7.75,7.15,8.12,7.35,7.89,7.49,7.7,6.28,5.12,7.82,5.67,6.3,7.92,7.06,
ALLSKY_SFC_SW_DNI,2012,31.25,-3.25,7.21,8.22,6.93,7.87,6.67,6.74,6.35,5.67,6.83,5.54,6.47,7.88,6.86,
ALLSKY_SFC_SW_DNI,2012,31.25,-3.75,7.21,8.22,6.93,7.87,6.67,6.74,6.35,5.67,6.83,5.54,6.47,7.88,6.86,
ALLSKY_SFC_SW_DNI,2012,31.25,-4.25,7.26,8.18,6.88,7.66,6.61,6.62,6.27,5.59,6.93,5.43,6.56,7.76,6.8,
ALLSKY_SFC_SW_DNI,2012,31.25,-4.75,7.26,8.18,6.88,7.66,6.61,6.62,6.27,5.59,6.93,5.43,6.56,7.76,6.8,
ALLSKY_SFC_SW_DNI,2012,31.25,-5.25,6.93,7.29,6.91,7.14,6.48,6.72,6.07,4.66,7.07,5.22,5.86,7.32,6.47,
ALLSKY_SFC_SW_DNI,2012,31.25,-5.75,6.93,7.29,6.91,7.14,6.48,6.72,6.07,4.66,7.07,5.22,5.86,7.32,6.47,
ALLSKY_SFC_SW_DNI,2012,31.25,-6.25,6.47,6.76,6.49,6.66,6.42,6.93,5.95,4.69,7.18,5.26,5.03,6.89,6.22,
ALLSKY_SFC_SW_DNI,2012,31.25,-6.75,6.47,6.76,6.49,6.66,6.42,6.93,5.95,4.69,7.18,5.26,5.03,6.89,6.22,
ALLSKY_SFC_SW_DNI,2012,31.25,-7.25,6.23,7.09,6.77,6.36,7.02,7.54,6.27,5.55,7.43,5.47,4.71,6.7,6.43,
ALLSKY_SFC_SW_DNI,2012,31.25,-7.75,6.23,7.09,6.77,6.36,7.02,7.54,6.27,5.55,7.43,5.47,4.71,6.7,6.43,
ALLSKY_SFC_SW_DNI,2012,31.75,-3.25,7.21,8.22,6.93,7.87,6.67,6.74,6.35,5.67,6.83,5.54,6.47,7.88,6.86,
ALLSKY_SFC_SW_DNI,2012,31.75,-3.75,7.21,8.22,6.93,7.87,6.67,6.74,6.35,5.67,6.83,5.54,6.47,7.88,6.86,
ALLSKY_SFC_SW_DNI,2012,31.75,-4.25,7.26,8.18,6.88,7.66,6.61,6.62,6.27,5.59,6.93,5.43,6.56,7.76,6.8,
ALLSKY_SFC_SW_DNI,2012,31.75,-4.75,7.26,8.18,6.88,7.66,6.61,6.62,6.27,5.59,6.93,5.43,6.56,7.76,6.8,
ALLSKY_SFC_SW_DNI,2012,31.75,-5.25,6.93,7.29,6.91,7.14,6.48,6.72,6.07,4.66,7.07,5.22,5.86,7.32,6.47,
ALLSKY_SFC_SW_DNI,2012,31.75,-5.75,6.93,7.29,6.91,7.14,6.48,6.72,6.07,4.66,7.07,5.22,5.86,7.32,6.47,
